Range(m) 532nmResult 355nmResult
15082.5000 1.0000 1.0000
15086.2500 1.0000 1.0000
15090.0000 1.0000 1.0000
15093.7500 1.0000 1.0000
15097.5000 1.0000 1.0000
15101.2500 1.0000 1.0000
15105.0000 1.0000 1.0000
15108.7500 1.0000 1.0000
15112.5000 1.0000 1.0000
15116.2500 1.0000 1.0000
15120.0000 1.0000 1.0000
15123.7500 1.0000 1.0000
15127.5000 1.0000 1.0000
15131.2500 1.0000 1.0000
15135.0000 1.0000 1.0000
15138.7500 1.0000 1.0000
15142.5000 1.0000 1.0000
15146.2500 1.0000 1.0000
15150.0000 1.0000 1.0000
15153.7500 1.0000 1.0000
15157.5000 1.0000 1.0000
15161.2500 1.0000 1.0000
15165.0000 1.0000 1.0000
15168.7500 1.0000 1.0000
15172.5000 1.0000 1.0000
15176.2500 1.0000 1.0000
15180.0000 1.0000 1.0000
15183.7500 1.0000 1.0000
15187.5000 1.0000 1.0000
15191.2500 1.0000 1.0000
15195.0000 1.0000 1.0000
15198.7500 1.0000 1.0000
15202.5000 1.0000 1.0000
15206.2500 1.0000 1.0000
15210.0000 1.0000 1.0000
15213.7500 1.0000 1.0000
15217.5000 1.0000 1.0000
15221.2500 1.0000 1.0000
15225.0000 1.0000 1.0000
15228.7500 1.0000 1.0000
15232.5000 1.0000 1.0000
15236.2500 1.0000 1.0000
15240.0000 1.0000 1.0000
15243.7500 1.0000 1.0000
15247.5000 1.0000 1.0000
15251.2500 1.0000 1.0000
15255.0000 1.0000 1.0000
15258.7500 1.0000 1.0000
15262.5000 1.0000 1.0000
15266.2500 1.0000 1.0000
15270.0000 1.0000 1.0000
15273.7500 1.0000 1.0000
15277.5000 1.0000 1.0000
15281.2500 1.0000 1.0000
15285.0000 1.0000 1.0000
15288.7500 1.0000 1.0000
15292.5000 1.0000 1.0000
15296.2500 1.0000 1.0000
15300.0000 1.0000 1.0000
15303.7500 1.0000 1.0000
15307.5000 1.0000 1.0000
15311.2500 1.0000 1.0000
15315.0000 1.0000 1.0000
15318.7500 1.0000 1.0000
15322.5000 1.0000 1.0000
15326.2500 1.0000 1.0000
15330.0000 1.0000 1.0000
15333.7500 1.0000 1.0000
15337.5000 1.0000 1.0000
15341.2500 1.0000 1.0000
15345.0000 1.0000 1.0000
15348.7500 1.0000 1.0000
15352.5000 1.0000 1.0000
15356.2500 1.0000 1.0000
15360.0000 1.0000 1.0000
15363.7500 1.0000 1.0000
15367.5000 1.0000 1.0000
15371.2500 1.0000 1.0000
15375.0000 1.0000 1.0000
15378.7500 1.0000 1.0000
15382.5000 1.0000 1.0000
15386.2500 1.0000 1.0000
15390.0000 1.0000 1.0000
15393.7500 1.0000 1.0000
15397.5000 1.0000 1.0000
15401.2500 1.0000 1.0000
15405.0000 1.0000 1.0000
15408.7500 1.0000 1.0000
15412.5000 1.0000 1.0000
15416.2500 1.0000 1.0000
15420.0000 1.0000 1.0000
15423.7500 1.0000 1.0000
15427.5000 1.0000 1.0000
15431.2500 1.0000 1.0000
15435.0000 1.0000 1.0000
15438.7500 1.0000 1.0000
15442.5000 1.0000 1.0000
15446.2500 1.0000 1.0000
15450.0000 1.0000 1.0000
15453.7500 1.0000 1.0000
15457.5000 1.0000 1.0000
15461.2500 1.0000 1.0000
15465.0000 1.0000 1.0000
15468.7500 1.0000 1.0000
15472.5000 1.0000 1.0000
15476.2500 1.0000 1.0000
15480.0000 1.0000 1.0000
15483.7500 1.0000 1.0000
15487.5000 1.0000 1.0000
15491.2500 1.0000 1.0000
15495.0000 1.0000 1.0000
15498.7500 1.0000 1.0000
15502.5000 1.0000 1.0000
15506.2500 1.0000 1.0000
15510.0000 1.0000 1.0000
15513.7500 1.0000 1.0000
15517.5000 1.0000 1.0000
15521.2500 1.0000 1.0000
15525.0000 1.0000 1.0000
15528.7500 1.0000 1.0000
15532.5000 1.0000 1.0000
15536.2500 1.0000 1.0000
15540.0000 1.0000 1.0000
15543.7500 1.0000 1.0000
15547.5000 1.0000 1.0000
15551.2500 1.0000 1.0000
15555.0000 1.0000 1.0000
15558.7500 1.0000 1.0000
15562.5000 1.0000 1.0000
15566.2500 1.0000 1.0000
15570.0000 1.0000 1.0000
15573.7500 1.0000 1.0000
15577.5000 1.0000 1.0000
15581.2500 1.0000 1.0000
15585.0000 1.0000 1.0000
15588.7500 1.0000 1.0000
15592.5000 1.0000 1.0000
15596.2500 1.0000 1.0000
15600.0000 1.0000 1.0000
15603.7500 1.0000 1.0000
15607.5000 1.0000 1.0000
15611.2500 1.0000 1.0000
15615.0000 1.0000 1.0000
15618.7500 1.0000 1.0000
15622.5000 1.0000 1.0000
15626.2500 1.0000 1.0000
15630.0000 1.0000 1.0000
15633.7500 1.0000 1.0000
15637.5000 1.0000 1.0000
15641.2500 1.0000 1.0000
15645.0000 1.0000 1.0000
15648.7500 1.0000 1.0000
15652.5000 1.0000 1.0000
15656.2500 1.0000 1.0000
15660.0000 1.0000 1.0000
15663.7500 1.0000 1.0000
15667.5000 1.0000 1.0000
15671.2500 1.0000 1.0000
15675.0000 1.0000 1.0000
15678.7500 1.0000 1.0000
15682.5000 1.0000 1.0000
15686.2500 1.0000 1.0000
15690.0000 1.0000 1.0000
15693.7500 1.0000 1.0000
15697.5000 1.0000 1.0000
15701.2500 1.0000 1.0000
15705.0000 1.0000 1.0000
15708.7500 1.0000 1.0000
15712.5000 1.0000 1.0000
15716.2500 1.0000 1.0000
15720.0000 1.0000 1.0000
15723.7500 1.0000 1.0000
15727.5000 1.0000 1.0000
15731.2500 1.0000 1.0000
15735.0000 1.0000 1.0000
15738.7500 1.0000 1.0000
15742.5000 1.0000 1.0000
15746.2500 1.0000 1.0000
15750.0000 1.0000 1.0000
15753.7500 1.0000 1.0000
15757.5000 1.0000 1.0000
15761.2500 1.0000 1.0000
15765.0000 1.0000 1.0000
15768.7500 1.0000 1.0000
15772.5000 1.0000 1.0000
15776.2500 1.0000 1.0000
15780.0000 1.0000 1.0000
15783.7500 1.0000 1.0000
15787.5000 1.0000 1.0000
15791.2500 1.0000 1.0000
15795.0000 1.0000 1.0000
15798.7500 1.0000 1.0000
15802.5000 1.0000 1.0000
15806.2500 1.0000 1.0000
15810.0000 1.0000 1.0000
15813.7500 1.0000 1.0000
15817.5000 1.0000 1.0000
15821.2500 1.0000 1.0000
15825.0000 1.0000 1.0000
15828.7500 1.0000 1.0000
15832.5000 1.0000 1.0000
15836.2500 1.0000 1.0000
15840.0000 1.0000 1.0000
15843.7500 1.0000 1.0000
15847.5000 1.0000 1.0000
15851.2500 1.0000 1.0000
15855.0000 1.0000 1.0000
15858.7500 1.0000 1.0000
15862.5000 1.0000 1.0000
15866.2500 1.0000 1.0000
15870.0000 1.0000 1.0000
15873.7500 1.0000 1.0000
15877.5000 1.0000 1.0000
15881.2500 1.0000 1.0000
15885.0000 1.0000 1.0000
15888.7500 1.0000 1.0000
15892.5000 1.0000 1.0000
15896.2500 1.0000 1.0000
15900.0000 1.0000 1.0000
15903.7500 1.0000 1.0000
15907.5000 1.0000 1.0000
15911.2500 1.0000 1.0000
15915.0000 1.0000 1.0000
15918.7500 1.0000 1.0000
15922.5000 1.0000 1.0000
15926.2500 1.0000 1.0000
15930.0000 1.0000 1.0000
15933.7500 1.0000 1.0000
15937.5000 1.0000 1.0000
15941.2500 1.0000 1.0000
15945.0000 1.0000 1.0000
15948.7500 1.0000 1.0000
15952.5000 1.0000 1.0000
15956.2500 1.0000 1.0000
15960.0000 1.0000 1.0000
15963.7500 1.0000 1.0000
15967.5000 1.0000 1.0000
15971.2500 1.0000 1.0000
15975.0000 1.0000 1.0000
15978.7500 1.0000 1.0000
15982.5000 1.0000 1.0000
15986.2500 1.0000 1.0000
15990.0000 1.0000 1.0000
15993.7500 1.0000 1.0000
15997.5000 1.0000 1.0000
16001.2500 1.0000 1.0000
16005.0000 1.0000 1.0000
16008.7500 1.0000 1.0000
16012.5000 1.0000 1.0000
16016.2500 1.0000 1.0000
16020.0000 1.0000 1.0000
16023.7500 1.0000 1.0000
16027.5000 1.0000 1.0000
16031.2500 1.0000 1.0000
16035.0000 1.0000 1.0000
16038.7500 1.0000 1.0000
16042.5000 1.0000 1.0000
16046.2500 1.0000 1.0000
16050.0000 1.0000 1.0000
16053.7500 1.0000 1.0000
16057.5000 1.0000 1.0000
16061.2500 1.0000 1.0000
16065.0000 1.0000 1.0000
16068.7500 1.0000 1.0000
16072.5000 1.0000 1.0000
16076.2500 1.0000 1.0000
16080.0000 1.0000 1.0000
16083.7500 1.0000 1.0000
16087.5000 1.0000 1.0000
16091.2500 1.0000 1.0000
16095.0000 1.0000 1.0000
16098.7500 1.0000 1.0000
16102.5000 1.0000 1.0000
16106.2500 1.0000 1.0000
16110.0000 1.0000 1.0000
16113.7500 1.0000 1.0000
16117.5000 1.0000 1.0000
16121.2500 1.0000 1.0000
16125.0000 1.0000 1.0000
16128.7500 1.0000 1.0000
16132.5000 1.0000 1.0000
16136.2500 1.0000 1.0000
16140.0000 1.0000 1.0000
16143.7500 1.0000 1.0000
16147.5000 1.0000 1.0000
16151.2500 1.0000 1.0000
16155.0000 1.0000 1.0000
16158.7500 1.0000 1.0000
16162.5000 1.0000 1.0000
16166.2500 1.0000 1.0000
16170.0000 1.0000 1.0000
16173.7500 1.0000 1.0000
16177.5000 1.0000 1.0000
16181.2500 1.0000 1.0000
16185.0000 1.0000 1.0000
16188.7500 1.0000 1.0000
16192.5000 1.0000 1.0000
16196.2500 1.0000 1.0000
16200.0000 1.0000 1.0000
16203.7500 1.0000 1.0000
16207.5000 1.0000 1.0000
16211.2500 1.0000 1.0000
16215.0000 1.0000 1.0000
16218.7500 1.0000 1.0000
16222.5000 1.0000 1.0000
16226.2500 1.0000 1.0000
16230.0000 1.0000 1.0000
16233.7500 1.0000 1.0000
16237.5000 1.0000 1.0000
16241.2500 1.0000 1.0000
16245.0000 1.0000 1.0000
16248.7500 1.0000 1.0000
16252.5000 1.0000 1.0000
16256.2500 1.0000 1.0000
16260.0000 1.0000 1.0000
16263.7500 1.0000 1.0000
16267.5000 1.0000 1.0000
16271.2500 1.0000 1.0000
16275.0000 1.0000 1.0000
16278.7500 1.0000 1.0000
16282.5000 1.0000 1.0000
16286.2500 1.0000 1.0000
16290.0000 1.0000 1.0000
16293.7500 1.0000 1.0000
16297.5000 1.0000 1.0000
16301.2500 1.0000 1.0000
16305.0000 1.0000 1.0000
16308.7500 1.0000 1.0000
16312.5000 1.0000 1.0000
16316.2500 1.0000 1.0000
16320.0000 1.0000 1.0000
16323.7500 1.0000 1.0000
16327.5000 1.0000 1.0000
16331.2500 1.0000 1.0000
16335.0000 1.0000 1.0000
16338.7500 1.0000 1.0000
16342.5000 1.0000 1.0000
16346.2500 1.0000 1.0000
16350.0000 1.0000 1.0000
16353.7500 1.0000 1.0000
16357.5000 1.0000 1.0000
16361.2500 1.0000 1.0000
16365.0000 1.0000 1.0000
16368.7500 1.0000 1.0000
16372.5000 1.0000 1.0000
16376.2500 1.0000 1.0000
16380.0000 1.0000 1.0000
16383.7500 1.0000 1.0000
16387.5000 1.0000 1.0000
16391.2500 1.0000 1.0000
16395.0000 1.0000 1.0000
16398.7500 1.0000 1.0000
16402.5000 1.0000 1.0000
16406.2500 1.0000 1.0000
16410.0000 1.0000 1.0000
16413.7500 1.0000 1.0000
16417.5000 1.0000 1.0000
16421.2500 1.0000 1.0000
16425.0000 1.0000 1.0000
16428.7500 1.0000 1.0000
16432.5000 1.0000 1.0000
16436.2500 1.0000 1.0000
16440.0000 1.0000 1.0000
16443.7500 1.0000 1.0000
16447.5000 1.0000 1.0000
16451.2500 1.0000 1.0000
16455.0000 1.0000 1.0000
16458.7500 1.0000 1.0000
16462.5000 1.0000 1.0000
16466.2500 1.0000 1.0000
16470.0000 1.0000 1.0000
16473.7500 1.0000 1.0000
16477.5000 1.0000 1.0000
16481.2500 1.0000 1.0000
16485.0000 1.0000 1.0000
16488.7500 1.0000 1.0000
16492.5000 1.0000 1.0000
16496.2500 1.0000 1.0000
16500.0000 1.0000 1.0000
16503.7500 1.0000 1.0000
16507.5000 1.0000 1.0000
16511.2500 1.0000 1.0000
16515.0000 1.0000 1.0000
16518.7500 1.0000 1.0000
16522.5000 1.0000 1.0000
16526.2500 1.0000 1.0000
16530.0000 1.0000 1.0000
16533.7500 1.0000 1.0000
16537.5000 1.0000 1.0000
16541.2500 1.0000 1.0000
16545.0000 1.0000 1.0000
16548.7500 1.0000 1.0000
16552.5000 1.0000 1.0000
16556.2500 1.0000 1.0000
16560.0000 1.0000 1.0000
16563.7500 1.0000 1.0000
16567.5000 1.0000 1.0000
16571.2500 1.0000 1.0000
16575.0000 1.0000 1.0000
16578.7500 1.0000 1.0000
16582.5000 1.0000 1.0000
16586.2500 1.0000 1.0000
16590.0000 1.0000 1.0000
16593.7500 1.0000 1.0000
16597.5000 1.0000 1.0000
16601.2500 1.0000 1.0000
16605.0000 1.0000 1.0000
16608.7500 1.0000 1.0000
16612.5000 1.0000 1.0000
16616.2500 1.0000 1.0000
16620.0000 1.0000 1.0000
16623.7500 1.0000 1.0000
16627.5000 1.0000 1.0000
16631.2500 1.0000 1.0000
16635.0000 1.0000 1.0000
16638.7500 1.0000 1.0000
16642.5000 1.0000 1.0000
16646.2500 1.0000 1.0000
16650.0000 1.0000 1.0000
16653.7500 1.0000 1.0000
16657.5000 1.0000 1.0000
16661.2500 1.0000 1.0000
16665.0000 1.0000 1.0000
16668.7500 1.0000 1.0000
16672.5000 1.0000 1.0000
16676.2500 1.0000 1.0000
16680.0000 1.0000 1.0000
16683.7500 1.0000 1.0000
16687.5000 1.0000 1.0000
16691.2500 1.0000 1.0000
16695.0000 1.0000 1.0000
16698.7500 1.0000 1.0000
16702.5000 1.0000 1.0000
16706.2500 1.0000 1.0000
16710.0000 1.0000 1.0000
16713.7500 1.0000 1.0000
16717.5000 1.0000 1.0000
16721.2500 1.0000 1.0000
16725.0000 1.0000 1.0000
16728.7500 1.0000 1.0000
16732.5000 1.0000 1.0000
16736.2500 1.0000 1.0000
16740.0000 1.0000 1.0000
16743.7500 1.0000 1.0000
16747.5000 1.0000 1.0000
16751.2500 1.0000 1.0000
16755.0000 1.0000 1.0000
16758.7500 1.0000 1.0000
16762.5000 1.0000 1.0000
16766.2500 1.0000 1.0000
16770.0000 1.0000 1.0000
16773.7500 1.0000 1.0000
16777.5000 1.0000 1.0000
16781.2500 1.0000 1.0000
16785.0000 1.0000 1.0000
16788.7500 1.0000 1.0000
16792.5000 1.0000 1.0000
16796.2500 1.0000 1.0000
16800.0000 1.0000 1.0000
16803.7500 1.0000 1.0000
16807.5000 1.0000 1.0000
16811.2500 1.0000 1.0000
16815.0000 1.0000 1.0000
16818.7500 1.0000 1.0000
16822.5000 1.0000 1.0000
16826.2500 1.0000 1.0000
16830.0000 1.0000 1.0000
16833.7500 1.0000 1.0000
16837.5000 1.0000 1.0000
16841.2500 1.0000 1.0000
16845.0000 1.0000 1.0000
16848.7500 1.0000 1.0000
16852.5000 1.0000 1.0000
16856.2500 1.0000 1.0000
16860.0000 1.0000 1.0000
16863.7500 1.0000 1.0000
16867.5000 1.0000 1.0000
16871.2500 1.0000 1.0000
16875.0000 1.0000 1.0000
16878.7500 1.0000 1.0000
16882.5000 1.0000 1.0000
16886.2500 1.0000 1.0000
16890.0000 1.0000 1.0000
16893.7500 1.0000 1.0000
16897.5000 1.0000 1.0000
16901.2500 1.0000 1.0000
16905.0000 1.0000 1.0000
16908.7500 1.0000 1.0000
16912.5000 1.0000 1.0000
16916.2500 1.0000 1.0000
16920.0000 1.0000 1.0000
16923.7500 1.0000 1.0000
16927.5000 1.0000 1.0000
16931.2500 1.0000 1.0000
16935.0000 1.0000 1.0000
16938.7500 1.0000 1.0000
16942.5000 1.0000 1.0000
16946.2500 1.0000 1.0000
16950.0000 1.0000 1.0000
16953.7500 1.0000 1.0000
16957.5000 1.0000 1.0000
16961.2500 1.0000 1.0000
16965.0000 1.0000 1.0000
16968.7500 1.0000 1.0000
16972.5000 1.0000 1.0000
16976.2500 1.0000 1.0000
16980.0000 1.0000 1.0000
16983.7500 1.0000 1.0000
16987.5000 1.0000 1.0000
16991.2500 1.0000 1.0000
16995.0000 1.0000 1.0000
16998.7500 1.0000 1.0000
17002.5000 1.0000 1.0000
17006.2500 1.0000 1.0000
17010.0000 1.0000 1.0000
17013.7500 1.0000 1.0000
17017.5000 1.0000 1.0000
17021.2500 1.0000 1.0000
17025.0000 1.0000 1.0000
17028.7500 1.0000 1.0000
17032.5000 1.0000 1.0000
17036.2500 1.0000 1.0000
17040.0000 1.0000 1.0000
17043.7500 1.0000 1.0000
17047.5000 1.0000 1.0000
17051.2500 1.0000 1.0000
17055.0000 1.0000 1.0000
17058.7500 1.0000 1.0000
17062.5000 1.0000 1.0000
17066.2500 1.0000 1.0000
17070.0000 1.0000 1.0000
17073.7500 1.0000 1.0000
17077.5000 1.0000 1.0000
17081.2500 1.0000 1.0000
17085.0000 1.0000 1.0000
17088.7500 1.0000 1.0000
17092.5000 1.0000 1.0000
17096.2500 1.0000 1.0000
17100.0000 1.0000 1.0000
17103.7500 1.0000 1.0000
17107.5000 1.0000 1.0000
17111.2500 1.0000 1.0000
17115.0000 1.0000 1.0000
17118.7500 1.0000 1.0000
17122.5000 1.0000 1.0000
17126.2500 1.0000 1.0000
17130.0000 1.0000 1.0000
17133.7500 1.0000 1.0000
17137.5000 1.0000 1.0000
17141.2500 1.0000 1.0000
17145.0000 1.0000 1.0000
17148.7500 1.0000 1.0000
17152.5000 1.0000 1.0000
17156.2500 1.0000 1.0000
17160.0000 1.0000 1.0000
17163.7500 1.0000 1.0000
17167.5000 1.0000 1.0000
17171.2500 1.0000 1.0000
17175.0000 1.0000 1.0000
17178.7500 1.0000 1.0000
17182.5000 1.0000 1.0000
17186.2500 1.0000 1.0000
17190.0000 1.0000 1.0000
17193.7500 1.0000 1.0000
17197.5000 1.0000 1.0000
17201.2500 1.0000 1.0000
17205.0000 1.0000 1.0000
17208.7500 1.0000 1.0000
17212.5000 1.0000 1.0000
17216.2500 1.0000 1.0000
17220.0000 1.0000 1.0000
17223.7500 1.0000 1.0000
17227.5000 1.0000 1.0000
17231.2500 1.0000 1.0000
17235.0000 1.0000 1.0000
17238.7500 1.0000 1.0000
17242.5000 1.0000 1.0000
17246.2500 1.0000 1.0000
17250.0000 1.0000 1.0000
17253.7500 1.0000 1.0000
17257.5000 1.0000 1.0000
17261.2500 1.0000 1.0000
17265.0000 1.0000 1.0000
17268.7500 1.0000 1.0000
17272.5000 1.0000 1.0000
17276.2500 1.0000 1.0000
17280.0000 1.0000 1.0000
17283.7500 1.0000 1.0000
17287.5000 1.0000 1.0000
17291.2500 1.0000 1.0000
17295.0000 1.0000 1.0000
17298.7500 1.0000 1.0000
17302.5000 1.0000 1.0000
17306.2500 1.0000 1.0000
17310.0000 1.0000 1.0000
17313.7500 1.0000 1.0000
17317.5000 1.0000 1.0000
17321.2500 1.0000 1.0000
17325.0000 1.0000 1.0000
17328.7500 1.0000 1.0000
17332.5000 1.0000 1.0000
17336.2500 1.0000 1.0000
17340.0000 1.0000 1.0000
17343.7500 1.0000 1.0000
17347.5000 1.0000 1.0000
17351.2500 1.0000 1.0000
17355.0000 1.0000 1.0000
17358.7500 1.0000 1.0000
17362.5000 1.0000 1.0000
17366.2500 1.0000 1.0000
17370.0000 1.0000 1.0000
17373.7500 1.0000 1.0000
17377.5000 1.0000 1.0000
17381.2500 1.0000 1.0000
17385.0000 1.0000 1.0000
17388.7500 1.0000 1.0000
17392.5000 1.0000 1.0000
17396.2500 1.0000 1.0000
17400.0000 1.0000 1.0000
17403.7500 1.0000 1.0000
17407.5000 1.0000 1.0000
17411.2500 1.0000 1.0000
17415.0000 1.0000 1.0000
17418.7500 1.0000 1.0000
17422.5000 1.0000 1.0000
17426.2500 1.0000 1.0000
17430.0000 1.0000 1.0000
17433.7500 1.0000 1.0000
17437.5000 1.0000 1.0000
17441.2500 1.0000 1.0000
17445.0000 1.0000 1.0000
17448.7500 1.0000 1.0000
17452.5000 1.0000 1.0000
17456.2500 1.0000 1.0000
17460.0000 1.0000 1.0000
17463.7500 1.0000 1.0000
17467.5000 1.0000 1.0000
17471.2500 1.0000 1.0000
17475.0000 1.0000 1.0000
17478.7500 1.0000 1.0000
17482.5000 1.0000 1.0000
17486.2500 1.0000 1.0000
17490.0000 1.0000 1.0000
17493.7500 1.0000 1.0000
17497.5000 1.0000 1.0000
17501.2500 1.0000 1.0000
17505.0000 1.0000 1.0000
17508.7500 1.0000 1.0000
17512.5000 1.0000 1.0000
17516.2500 1.0000 1.0000
17520.0000 1.0000 1.0000
17523.7500 1.0000 1.0000
17527.5000 1.0000 1.0000
17531.2500 1.0000 1.0000
17535.0000 1.0000 1.0000
17538.7500 1.0000 1.0000
17542.5000 1.0000 1.0000
17546.2500 1.0000 1.0000
17550.0000 1.0000 1.0000
17553.7500 1.0000 1.0000
17557.5000 1.0000 1.0000
17561.2500 1.0000 1.0000
17565.0000 1.0000 1.0000
17568.7500 1.0000 1.0000
17572.5000 1.0000 1.0000
17576.2500 1.0000 1.0000
17580.0000 1.0000 1.0000
17583.7500 1.0000 1.0000
17587.5000 1.0000 1.0000
17591.2500 1.0000 1.0000
17595.0000 1.0000 1.0000
17598.7500 1.0000 1.0000
17602.5000 1.0000 1.0000
17606.2500 1.0000 1.0000
17610.0000 1.0000 1.0000
17613.7500 1.0000 1.0000
17617.5000 1.0000 1.0000
17621.2500 1.0000 1.0000
17625.0000 1.0000 1.0000
17628.7500 1.0000 1.0000
17632.5000 1.0000 1.0000
17636.2500 1.0000 1.0000
17640.0000 1.0000 1.0000
17643.7500 1.0000 1.0000
17647.5000 1.0000 1.0000
17651.2500 1.0000 1.0000
17655.0000 1.0000 1.0000
17658.7500 1.0000 1.0000
17662.5000 1.0000 1.0000
17666.2500 1.0000 1.0000
17670.0000 1.0000 1.0000
17673.7500 1.0000 1.0000
17677.5000 1.0000 1.0000
17681.2500 1.0000 1.0000
17685.0000 1.0000 1.0000
17688.7500 1.0000 1.0000
17692.5000 1.0000 1.0000
17696.2500 1.0000 1.0000
17700.0000 1.0000 1.0000
17703.7500 1.0000 1.0000
17707.5000 1.0000 1.0000
17711.2500 1.0000 1.0000
17715.0000 1.0000 1.0000
17718.7500 1.0000 1.0000
17722.5000 1.0000 1.0000
17726.2500 1.0000 1.0000
17730.0000 1.0000 1.0000
17733.7500 1.0000 1.0000
17737.5000 1.0000 1.0000
17741.2500 1.0000 1.0000
17745.0000 1.0000 1.0000
17748.7500 1.0000 1.0000
17752.5000 1.0000 1.0000
17756.2500 1.0000 1.0000
17760.0000 1.0000 1.0000
17763.7500 1.0000 1.0000
17767.5000 1.0000 1.0000
17771.2500 1.0000 1.0000
17775.0000 1.0000 1.0000
17778.7500 1.0000 1.0000
17782.5000 1.0000 1.0000
17786.2500 1.0000 1.0000
17790.0000 1.0000 1.0000
17793.7500 1.0000 1.0000
17797.5000 1.0000 1.0000
17801.2500 1.0000 1.0000
17805.0000 1.0000 1.0000
17808.7500 1.0000 1.0000
17812.5000 1.0000 1.0000
17816.2500 1.0000 1.0000
17820.0000 1.0000 1.0000
17823.7500 1.0000 1.0000
17827.5000 1.0000 1.0000
17831.2500 1.0000 1.0000
17835.0000 1.0000 1.0000
17838.7500 1.0000 1.0000
17842.5000 1.0000 1.0000
17846.2500 1.0000 1.0000
17850.0000 1.0000 1.0000
17853.7500 1.0000 1.0000
17857.5000 1.0000 1.0000
17861.2500 1.0000 1.0000
17865.0000 1.0000 1.0000
17868.7500 1.0000 1.0000
17872.5000 1.0000 1.0000
17876.2500 1.0000 1.0000
17880.0000 1.0000 1.0000
17883.7500 1.0000 1.0000
17887.5000 1.0000 1.0000
17891.2500 1.0000 1.0000
17895.0000 1.0000 1.0000
17898.7500 1.0000 1.0000
17902.5000 1.0000 1.0000
17906.2500 1.0000 1.0000
17910.0000 1.0000 1.0000
17913.7500 1.0000 1.0000
17917.5000 1.0000 1.0000
17921.2500 1.0000 1.0000
17925.0000 1.0000 1.0000
17928.7500 1.0000 1.0000
17932.5000 1.0000 1.0000
17936.2500 1.0000 1.0000
17940.0000 1.0000 1.0000
17943.7500 1.0000 1.0000
17947.5000 1.0000 1.0000
17951.2500 1.0000 1.0000
17955.0000 1.0000 1.0000
17958.7500 1.0000 1.0000
17962.5000 1.0000 1.0000
17966.2500 1.0000 1.0000
17970.0000 1.0000 1.0000
17973.7500 1.0000 1.0000
17977.5000 1.0000 1.0000
17981.2500 1.0000 1.0000
17985.0000 1.0000 1.0000
17988.7500 1.0000 1.0000
17992.5000 1.0000 1.0000
17996.2500 1.0000 1.0000
18000.0000 1.0000 1.0000
18003.7500 1.0000 1.0000
18007.5000 1.0000 1.0000
18011.2500 1.0000 1.0000
18015.0000 1.0000 1.0000
18018.7500 1.0000 1.0000
18022.5000 1.0000 1.0000
18026.2500 1.0000 1.0000
18030.0000 1.0000 1.0000
18033.7500 1.0000 1.0000
18037.5000 1.0000 1.0000
18041.2500 1.0000 1.0000
18045.0000 1.0000 1.0000
18048.7500 1.0000 1.0000
18052.5000 1.0000 1.0000
18056.2500 1.0000 1.0000
18060.0000 1.0000 1.0000
18063.7500 1.0000 1.0000
18067.5000 1.0000 1.0000
18071.2500 1.0000 1.0000
18075.0000 1.0000 1.0000
18078.7500 1.0000 1.0000
18082.5000 1.0000 1.0000
18086.2500 1.0000 1.0000
18090.0000 1.0000 1.0000
18093.7500 1.0000 1.0000
18097.5000 1.0000 1.0000
18101.2500 1.0000 1.0000
18105.0000 1.0000 1.0000
18108.7500 1.0000 1.0000
18112.5000 1.0000 1.0000
18116.2500 1.0000 1.0000
18120.0000 1.0000 1.0000
18123.7500 1.0000 1.0000
18127.5000 1.0000 1.0000
18131.2500 1.0000 1.0000
18135.0000 1.0000 1.0000
18138.7500 1.0000 1.0000
18142.5000 1.0000 1.0000
18146.2500 1.0000 1.0000
18150.0000 1.0000 1.0000
18153.7500 1.0000 1.0000
18157.5000 1.0000 1.0000
18161.2500 1.0000 1.0000
18165.0000 1.0000 1.0000
18168.7500 1.0000 1.0000
18172.5000 1.0000 1.0000
18176.2500 1.0000 1.0000
18180.0000 1.0000 1.0000
18183.7500 1.0000 1.0000
18187.5000 1.0000 1.0000
18191.2500 1.0000 1.0000
18195.0000 1.0000 1.0000
18198.7500 1.0000 1.0000
18202.5000 1.0000 1.0000
18206.2500 1.0000 1.0000
18210.0000 1.0000 1.0000
18213.7500 1.0000 1.0000
18217.5000 1.0000 1.0000
18221.2500 1.0000 1.0000
18225.0000 1.0000 1.0000
18228.7500 1.0000 1.0000
18232.5000 1.0000 1.0000
18236.2500 1.0000 1.0000
18240.0000 1.0000 1.0000
18243.7500 1.0000 1.0000
18247.5000 1.0000 1.0000
18251.2500 1.0000 1.0000
18255.0000 1.0000 1.0000
18258.7500 1.0000 1.0000
18262.5000 1.0000 1.0000
18266.2500 1.0000 1.0000
18270.0000 1.0000 1.0000
18273.7500 1.0000 1.0000
18277.5000 1.0000 1.0000
18281.2500 1.0000 1.0000
18285.0000 1.0000 1.0000
18288.7500 1.0000 1.0000
18292.5000 1.0000 1.0000
18296.2500 1.0000 1.0000
18300.0000 1.0000 1.0000
18303.7500 1.0000 1.0000
18307.5000 1.0000 1.0000
18311.2500 1.0000 1.0000
18315.0000 1.0000 1.0000
18318.7500 1.0000 1.0000
18322.5000 1.0000 1.0000
18326.2500 1.0000 1.0000
18330.0000 1.0000 1.0000
18333.7500 1.0000 1.0000
18337.5000 1.0000 1.0000
18341.2500 1.0000 1.0000
18345.0000 1.0000 1.0000
18348.7500 1.0000 1.0000
18352.5000 1.0000 1.0000
